8EF70,800A0750,TwoHeadGfxArena.c
8F180,800A0960,TwoHeadArena.c
8F340,800A0B20,code_800C3C20.c
8F390,800A0B70,audioMgr.c
8F7A0,800A0F80,title_setup.c
8F810,800A0FF0,game.c
90050,800A1830,gamealloc.c
90190,800A1970,graph.c
90C20,800A2400,file_090C20
90C80,800A2460,listalloc.c
90DD0,800A25B0,main.c
91180,800A2960,padmgr.c
91940,800A3120,sched.c
925C0,800A3DA0,speed_meter
93000,800A47E0,sys_cfb
93120,800A4900,sys_math
933C0,800A4BA0,sys_math3d
99190,800AA970,sys_math_atan
993C0,800AABA0,sys_matrix
9B7C0,800ACFA0,sys_ucode
9B810,800ACFF0,sys_rumble
9BB70,800AD350,code_800D31A0
9BBA0,800AD380,irqmgr
9C1C0,800AD9A0,loadN64dd
9C270,800ADA50,code_n64dd_800AD4C0
9C360,800ADB40,fault
9E530,800AFD10,kanread
9F010,800B07F0,audio_synthesis.c
A21A0,800B3980,audio_heap.c
A5570,800B6D50,audio_load.c
A9360,800BAB40,code_800E4FE0.c
AABC0,800BC3A0,code_800E6840.c
AAC40,800BC420,aisetnextbuf
AACC0,800BC4A0,audio_playback.c
ACC40,800BE420,audio_effects.c
AD6C0,800BEEA0,audio_seqplayer.c
B0D10,800C24F0,code_800EC960.c
B6ED0,800C86B0,code_800F7260.c
B8D20,800CA500,code_800F9280.c
BA940,800CC120,gfxprint
BB540,800CCD20,rcp_utils
BB870,800CD050,loadfragment2
BBD20,800CD500,padutils.c
BBF30,800CD710,code_800FC620
BC350,800CDB30,padsetup.c
BC490,800CDC70,code_800FCE80
BC840,800CE020,fp.s
BC9A0,800CE180,system_malloc
BCC10,800CE3F0,code_800FD970
BCD10,800CE4F0,__osMalloc
BD6C0,800CEEA0,sprintf
BD790,800CEF70,printutils
BD7F0,800CEFD0,jpegutils
BDD00,800CF4E0,jpegdecoder
BE2F0,800CFAD0,getintmask
BE350,800CFB30,scale
BE3F0,800CFBD0,sinf
BE5B0,800CFD90,sins
BE620,800CFE00,sptask
BE910,800D00F0,controller
BEC50,800D0430,siacs
BED10,800D04F0,contreaddata
BEEF0,800D06D0,perspective
BF180,800D0960,sprawdma
BF210,800D09F0,sirawdma
BF2C0,800D0AA0,sptaskyield
BF2E0,800D0AC0,mtxutil
BF550,800D0D30,lookat
BF880,800D1060,stoptimer
BF970,800D1150,sqrtf
BF980,800D1160,afterprenmi
BF9A0,800D1180,contquery
BFA50,800D1230,lookathil
C0240,800D1A20,xprintf
C0F00,800D26E0,string
C0FA0,800D2780,sp
C0FD0,800D27B0,position
C11F0,800D29D0,sptaskyielded
C1270,800D2A50,rotate
C1460,800D2C40,aisetfreq
C15B0,800D2D90,getactivequeue
C15C0,800D2DA0,normalize
C1650,800D2E30,dpgetstat
C1660,800D2E40,dpsetstat
C1670,800D2E50,ortho
C1830,800D3010,cosf
C19A0,800D3180,coss
C19D0,800D31B0,settime
C1A00,800D31E0,visetevent
C1A70,800D3250,pfsselectbank
C1BF0,800D33D0,contsetch
C1C60,800D3440,aigetlen
C1C70,800D3450,translate
C1D10,800D34F0,xlitob
C1FB0,800D3790,ldiv
C2140,800D3920,xldtob
C2C00,800D43E0,spgetstat
C2C10,800D43F0,spsetstat
C2C20,800D4400,writebackdcacheall
C2C50,800D4430,getcurrfaultedthread
C2C60,800D4440,llcvt
C2E70,800D4650,vigetcurrframebuf
C2EB0,800D4690,spsetpc
C2EF0,800D46D0,sqrt
C2F00,800D46E0,fmodf
C2F50,800D4730,__osMemset
C2F80,800D4760,__osMemmove
C3010,800D47F0,z_message.c
CE7F0,800DFFD0,z_game_over.c
CED30,800E0510,z_construct.c
D00F0,800E18D0,rsp.s

offset,vram,.data
D47E0,800E5FC0,z_en_a_keep.c

offset,vram,.rodata
F2EC0,801046A0,z_en_a_keep.c

offset,vram,.bss
101F50,80113730,z_en_item00.c
118F80,8012A760,.end
